Sub Department Group,Item (Code),Product Long Name (EN),Sub Department,Budget Class,Collection,Class,Fabric (Code),Group of Level Price (shortname),Is High,IS_X,IS_Y,SubDepartment_Macro,Size_1
W,37K,'483 1969 2258 3108 462 3748 3108 483 3363,ONF9R,Budget Class 1,Collection 1,Class 1,501.0,ATI,0,False,False,ONF9R,
W,W3I,'2258 1969 1085 2891 462 3748 3108 1085 2891 1077,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,36I,'2258 1969 2891 665 1965,A5TUU,Budget Class 1,Collection 1,Class 2,501.0,ATI,0,False,False,A5TUU,
W,680,'2258 397 1085 2891 462 3748 3108 1085 2891 2848 1465,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,0D2,'2258 397 1085 2891 2970 3748 3108 3071 1077 3108,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,KO5,'2258 1915 1085 2891 462 3748 3108 1085 2891 1496,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,J3I,'2258 1915 2135 462 3748 3108 2135 1077,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,0HV,'2258 1969 1085 2891 462 3748 3108 1343 217,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,NSU,'2258 1969 1085 2891 462 3748 3108 462 49 3017,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,BWC,'2258 1969 1085 2891 462 3748 3108 462 1149 1303,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,CGS,'2258 1969 1085 2891 462 3748 3108 462 1149 1303,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,TIH,'2258 1969 1085 2891 462 3748 3108 462 3610 3160,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,QJP,'2258 1969 1085 2891 462 3748 3108 462 49 3017,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,AT0,'2258 1969 1085 2891 3108 462 3748 3108 462 1149 3011,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,YFI,'2258 1969 1085 2891 462 3748 3108 462 1149 1303,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,PCV,'2258 1969 1085 2891 1850 633 462 3748 3108 462,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,4H7,'2258 1969 1085 2891 1850 633 462 3748 3108 462,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,IGO,'2258 1969 2970 2891 492 2549 2542 894 633 2004,ONF9R,Budget Class 1,Collection 1,Class 1,201.0,MTI,0,False,False,ONF9R,
W,1VS,'2258 1969 2970 2891 492 2549 2542 894 633 2004,ONF9R,Budget Class 1,Collection 1,Class 1,201.0,MTI,0,False,False,ONF9R,
W,AW7,'2258 1969 2172 462 3748 3108 462 1475 2339 3160,ONF9R,Budget Class 1,Collection 1,Class 1,0.0,STI,0,False,False,ONF9R,
W,3WA,'397 1085 2891 3108 462 3748 3266 2281 1624 3071 1606,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,HX0,'397 1085 2891 3108 462 3748 3266 2281 1624 3071 1606,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,54K,'397 1085 2891 3108 462 3748 3266 2281 1624 3071 1606,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,9TB,'397 1085 2891 3108 462 3748 3266 2281 1624 3071 1606,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,3CH,'397 1085 2891 1850 633 3108 462 3748 3266 241,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,HNP,'397 1085 2891 1850 633 3108 462 3748 3266 241,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,WPG,'397 2970 2891 1850 633 2549 3108 462 3748,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,L3E,'397 2970 2891 1850 633 2549 3108 462 3748,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,NWO,'397 668 3108 462 3748 3266 668 893 3108 1465,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,STI,0,False,False,ONF9R,
W,IYG,'1915 1085 2891 3108 462 3748 3108 462 3610 2523,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,KFJ,'1915 1085 2891 3108 462 3748 3108 462 49 3017 230,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,Y22,'1915 1085 2891 3108 462 3748 3108 462 2840 945,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,X7E,'1915 1085 2891 3108 462 3748 3108 462 1149 945,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,5EH,'2258 1969 1085 2891 2283 2542 894 633 3334 1552 3108 1681,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,MTI,0,False,False,ONF9R,
W,MG0,'1969 1085 2891 1850 633 3108 462 3748 3108 1085 3475,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,MTI,0,False,False,ONF9R,
W,7M0,'1915 2135 3108 462 3748 3108 462 3610 1093,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,22C,'1915 2135 3108 462 3748 3108 462 49 3017 2523,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,FLX,'1915 2135 3108 462 3748 3108 462 2840 3505,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,T9X,'1915 2135 3108 462 3748 3108 462 1149 3505,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,3Z4,'1085 2891 1969 3014 1965 3108 462 2331,A5TUU,Budget Class 1,Collection 1,Class 2,501.0,ATI,0,False,False,A5TUU,
W,3CY,'1969 1085 2891 1850 633 3108 2970 3748 3108 1085 3475,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,,0,False,False,ONF9R,
W,BM9,'2258 1969 2135 3108 462 3748 3108 636 665 2076 3108 894,ONF9R,Budget Class 1,Collection 1,Class 1,101.0,STI,0,False,False,ONF9R,
W,G30,'2258 1969 2135 3108 462 3748 3108 2135 1077,ONF9R,Budget Class 1,Collection 1,Class 1,101.0,ATI,0,False,False,ONF9R,
W,23Q,'2258 1915 2135 2848 2891 3108 462 3748 3108 2135 2848 2891 3423,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,STI,0,False,False,ONF9R,
W,TBX,'2258 1915 2135 3811 2542 894 633 3240 1380 3108 2722,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,S3L,'1915 2258 2135 1850 633 3108 462 3748 3108 462 1686,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,5EF,'1915 2135 1850 633 3108 462 3748 3108 462 2926,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,,0,False,False,ONF9R,
W,VLI,'2258 1969 2135 1929 2542 894 633 396 1380 3108 462,ONF9R,Budget Class 1,Collection 1,Class 1,101.0,STI,0,False,False,ONF9R,
W,3PW,'1915 2135 1850 633 3108 462 3748 3108 462 49 163,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,I6U,'1915 2258 1085 2891 1850 633 3108 462 3748 3108 2852,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,QKQ,'2258 397 2135 3108 462 3748 3108 462 49 3017,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,YG3,'397 2135 3108 2970 3748 3108 2970 49 3017 3160,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,38N,'397 2135 3108 2970 3748 3108 3611 2803 3571,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,4BN,'211 1784 2135 3108 462 3748 3108 462 49 3017 674,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,ATI,0,False,False,ONF9R,
W,THA,'211 1784 2135 3108 2970 3748 3108 2970 49 3017 674,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,ATI,0,False,False,ONF9R,
W,UMQ,'211 1784 2970 2891 3108 1096 1850 3748 3108 1475 2339 2523,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,Q7X,'211 1784 1085 2891 3108 462 3748 3108 462 49 3017 201,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,DKF,'211 1784 1085 2891 3108 2970 3748 3108 2970 49 3017 201,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,3P4,'397 2135 1850 633 3108 462 3748 3108 462 49,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,5OG,'397 2135 1850 633 3108 2970 3748 3108 2970 49,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,7JD,'2258 23 431 3108 462 2563 3108 462 3017 3160,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,ATI,0,False,False,ONF9R,33.0
W,4PW,'2258 23 431 3108 462 2563 3108 462 3286 1496,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,85Z,'2258 23 431 3108 462 2563 3108 462 2563 2881,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,U6S,'2258 23 1302 3108 462 2563 3108 462 3017 3160,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,5S8,'2258 23 1302 3108 462 2563 3108 462 3286 1077,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,4ZL,'2258 23 1302 3108 462 2563 3108 462 2563 2902,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,CNH,'397 657 3583 2135 3108 2356 3748 3108 1067 2083,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,6QL,'397 657 3583 2135 3108 2891 3748 3108 2891 1115,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,2PM,'397 2135 3108 462 3748 3108 3582 2135 1168,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,SO9,'397 2135 3108 2970 3748 3108 721 2135 939,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,72M,'397 2135 3108 1850 633 2970 3748 3108 3582 3619,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,91Y,'397 1085 2891 3108 2970 3748 3108 3582 1085 2891,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,JXV,'397 2135 1850 633 3108 462 3748 3108 721 3062,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,STI,0,False,False,ONF9R,
W,ML7,'397 1085 2891 1850 633 3108 2970 3748 3108 2468,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,YYA,'2258 397 1085 2891 65 2542 894 633 3334 1549 1606,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
W,9G0,'397 1085 2891 3108 2970 3748 3108 462 1149 1303,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,PJB,'397 1085 2891 1850 633 3108 2970 3748 3108 462,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,44D,'397 1085 2891 3108 2970 3748 3108 3461 2970 666,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,FQE,'397 1085 2891 1850 633 3108 2970 3748 3108 1620,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,STI,0,False,False,ONF9R,
W,33U,'211 1784 2135 462 3748 3108 2135 268,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,QEE,'211 1784 2135 1325 3748 3108 2135 268,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,7Y0,'2258 1888 2135 2294 3748 3108 2135 1077,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,L5S,'1888 2970 2891 2848 1850 3108 2294 3748 3108 2970 2891 2848,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,CBK,'1888 1085 2891 3108 2294 3748 3108 1085 2891 3571,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,MTI,0,False,False,ONF9R,
FJ,D2D,'1409,5SY0X,Budget Class 4,Collection 4,Class 3,0.0,ATI,0,False,False,,
W,TZ4,'1888 2970 2891 1096 2542 3108 2294 3748 3108 2970 3475,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,ITI,0,False,False,ONF9R,
W,D32,'23 504 462 2563 3108 462 3017 2523,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,41.0
W,YJE,'2258 23 504 462 2563 3108 462 3286 3423,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,41.0
W,0RW,'2258 23 504 462 2563 3108 462 2563 1681,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,41.0
W,8ME,'23 431 3108 462 2563 462 1850 633 3108 462,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,T1G,'23 1302 3108 462 2563 462 1850 633 3108 462 1606,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,021,'397 2970 2891 1850 633 3108 2970 3748 3108 2970 3689,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,3IF,'397 2970 2891 3108 1096 1850 3748 3108 2970 2891 1565,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,ITI,0,False,False,ONF9R,
W,121,'2258 23 431 3108 462 2563 1008 2542 894 633,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,33.0
W,K27,'2258 23 1302 3108 462 2563 233 2542 894 633 3334,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,38.0
W,VLC,'397 18 2970 2891 3108 1096 1850 3748 3108 2970 3475,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,ITI,0,False,False,ONF9R,
W,F33,'2258 23 431 3108 2970 2563 1008 2542 894 633,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,33.0
W,R9R,'2258 23 431 3108 2970 2563 3108 2970 2563 2881,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,RXC,'2258 23 1302 3108 2970 2563 233 2542 894 633 3334,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,38.0
W,T1Y,'2258 23 1302 3108 2970 2563 3108 2970 2563 2902,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,SLR,'1888 462 2563 3108 2294 3748 3108 462 2563 1496,ONF9R,Budget Class 2,Collection 2,Class 1,601.0,ATI,0,False,False,ONF9R,
W,6OJ,'2258 23 504 2970 2563 3108 2970 2563 1681,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,41.0
W,WFJ,'2258 23 3090 2563 233 2542 894 2095,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,41.0
W,277,'2258 23 504 462 2563 233 2542 894 1681,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,41.0
W,VTL,'23 504 462 2563 462 1850 633 3108 1681,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,41.0
W,KDH,'1969 1085 2891 3108 2281 1624 3071 3748 3108 1085 2891 3423,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,TFV,'1969 1085 2891 3108 2281 1624 3071 3748 3108 462 2926,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,I1W,'1969 1085 2891 3108 2281 1624 3071 3748 3108 1837 1149,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,O1W,'1969 1085 2891 3108 2281 1624 3071 3748 3108 1062 1149,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,HDW,'1969 1085 2891 3108 2281 1624 3071 3748 3108 462 2926,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,QB7,'1969 1085 2891 3108 2281 1624 3071 3748 3108 1837 1149,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,B9W,'1969 1085 2891 3108 2281 1624 3071 3748 3108 1062 1149,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,ZC8,'1969 1085 2891 1850 633 3108 2281 1624 3071 595 3005 1045,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,4SM,'1969 1085 2891 1850 633 3108 2281 1624 3071 595 3005 1045,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,YX2,'1969 1085 2891 1850 633 3108 2281 1624 3071 595 3005 1045,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,HWR,'1969 2970 2891 1850 633 3108 2281 1624 3071 595 3005 2027,ONF9R,Budget Class 1,Collection 1,Class 1,201.0,MTI,0,False,False,ONF9R,
W,YSU,'1969 2970 2891 1850 633 3108 2281 1624 3071 595 3005 2027,ONF9R,Budget Class 1,Collection 1,Class 1,201.0,MTI,0,False,False,ONF9R,
W,NAL,'1969 2970 2891 1850 633 3108 2281 1624 3071 595 3005 2027,ONF9R,Budget Class 1,Collection 1,Class 1,201.0,MTI,0,False,False,ONF9R,
W,YCX,'1969 668 3108 2281 1624 3071 595 3005 1850 1410 3748 3108,ONF9R,Budget Class 1,Collection 1,Class 1,303.0,STI,0,False,False,ONF9R,
W,R0T,'1969 668 3108 2281 1624 3071 595 3005 1850 1410 3748 3108,ONF9R,Budget Class 1,Collection 1,Class 1,303.0,STI,0,False,False,ONF9R,
W,OJJ,'1969 668 3108 2281 1624 3071 595 3005 1850 1410 3748 3108,ONF9R,Budget Class 1,Collection 1,Class 1,303.0,STI,0,False,False,ONF9R,
W,R0F,'1969 1085 2891 1850 633 3108 2281 1624 3071 595 3005 1045,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,MTI,0,False,False,ONF9R,
W,QZL,'1969 1085 2891 1850 633 3108 2281 1624 3071 595 3005 1045,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,MTI,0,False,False,ONF9R,
W,XR0,'2258 1969 2135 1929 2542 894 633 3334 1587 2121 3108 2281,ONF9R,Budget Class 1,Collection 1,Class 1,101.0,STI,0,False,False,ONF9R,
W,FYA,'2258 1969 2135 3108 2281 1624 3071 3748 3108 2135 1077,ONF9R,Budget Class 1,Collection 1,Class 1,101.0,ATI,0,False,False,ONF9R,
W,RTZ,'211 1784 2135 3108 462 3748 3108 462 3017 3160 2970 1974,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,ATI,0,False,False,ONF9R,
W,XLE,'2258 211 1784 2135 3108 1325 3748 3108 2108 3017 3160 2793,ONF9R,Budget Class 2,Collection 2,Class 1,0.0,ATI,0,False,False,ONF9R,
W,2VK,'397 2970 2891 2549 1850 633 3108 2281 1624 1248,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,153,'397 2970 2891 2549 1850 633 3108 2281 1624 1248,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,422,'397 2970 2891 2549 1850 633 3108 2281 1624 1248,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,TEQ,'397 668 3108 2281 1624 3071 595 3005 1850 1410 3130,ONF9R,Budget Class 2,Collection 2,Class 1,303.0,STI,0,False,False,ONF9R,
W,Q8D,'397 668 3108 2281 1624 3071 595 3005 1850 1410 3130,ONF9R,Budget Class 2,Collection 2,Class 1,303.0,STI,0,False,False,ONF9R,
W,6CI,'397 668 3108 2281 1624 3071 595 3005 1850 1410 3130,ONF9R,Budget Class 2,Collection 2,Class 1,303.0,STI,0,False,False,ONF9R,
W,9MN,'1888 1085 2891 1096 2542 3108 2294 3748 3108 1085 3689,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ITI,0,False,False,ONF9R,
W,5YU,'1969 657 3583 668 3108 2281 1624 3071 3266 2697,ONF9R,Budget Class 1,Collection 1,Class 1,0.0,STI,0,False,False,ONF9R,
W,X9U,'397 2135 3108 2970 3748 3108 462 1149 2104,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,GNZ,'397 2135 3108 2970 3748 3108 2108 1149 2104,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,RMN,'397 2135 3108 1850 633 2970 3748 3108 3134 3778,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,OG4,'397 2135 3108 1850 633 2970 3748 3108 1837 226,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,M1R,'2258 23 431 3108 462 2563 492 1850 1410 894 1681,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,33.0
W,KA7,'2258 23 931 462 2563 492 1850 1410 633 3334,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,38.0
W,4E8,'2258 23 657 3583 1604 3197 504 462 1606,ONF9R,Budget Class 3,Collection 3,Class 1,602.0,MTI,0,False,False,ONF9R,41.0
W,Y93,'2258 23 504 462 2563 492 1850 1410,ONF9R,Budget Class 3,Collection 3,Class 1,603.0,MTI,0,False,False,ONF9R,41.0
W,71W,'2258 23 431 3108 2970 2563 2606 1837 354 894,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,CAZ,'2258 23 1302 3108 2970 2563 1948 1837 354 894 2095,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,LY2,'2258 23 431 3108 2970 2563 2606 1062 354 894,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,33.0
W,98E,'2258 23 1302 3108 2970 2563 1948 1062 354 894 2095,ONF9R,Budget Class 5,Collection 3,Class 1,603.0,STI,0,False,False,ONF9R,38.0
W,A2D,'2258 2395 2970 2891 3108 3775 3098 1015 3266 2712 2027 482 188,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,STI,0,False,False,ONF9R,
W,DGD,'2258 2395 2970 2891 2598 3098 1015 3266 2687 2027 1954 597,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,B8K,'2258 2395 2970 2891 2943 2027 894 633 1415 1380 2068 1624,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,PKU,'2258 3445 2970 2891 2388 1096 1825 1837 354 2911,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,0DI,'2258 3445 2970 2891 2666 2542 894 2388 701 3358,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,OAP,'2258 3445 2970 2891 2388 1096 1825 1837 354 2911,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,NSG,'1969 657 3583 1085 2891 3108 2281 1624 3071 3266,ONF9R,Budget Class 1,Collection 1,Class 1,202.0,STI,0,False,False,ONF9R,
W,QJQ,'2258 3445 2970 2891 2666 2027 894 2388 3334 2702 188 1096 2102,ONF9R,Budget Class 2,Collection 2,Class 1,201.0,MTI,0,False,False,ONF9R,
W,VX4,'397 2834 2135 2848 2542 3108 2970 3748 3108 3134 1987,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,KJS,'397 2834 2135 2848 2542 3108 2970 3748 3108 462 1987,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,A94,'397 2834 2135 2848 2542 3108 2970 3748 3108 1062 49,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,1FF,'397 2834 2135 2848 2542 3108 2970 3748 3108 1042 49,ONF9R,Budget Class 2,Collection 2,Class 1,101.0,ATI,0,False,False,ONF9R,
W,80Q,'397 2834 1085 2891 3108 2970 3748 3108 2108 1149,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,3ZX,'397 2834 1085 2891 3108 2970 3748 3108 1062 1149 230,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,UMF,'397 2834 1085 2891 3108 2970 3748 3108 3432 1837 3778,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,P9X,'397 2834 1085 2891 3108 2970 3748 3108 1273 1149,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,W02,'397 2834 1085 2891 3108 2970 3748 3108 3777 226,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,2SW,'397 2834 1085 2891 3108 2970 3748 3108 3134 1149,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,2YN,'397 2834 1085 2891 3108 2970 3748 3108 1042 1149 3011,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,HDG,'397 2834 1085 2891 3108 2970 3748 3108 2108 3017 3011,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,NK4,'397 2834 1085 2891 3108 2970 3748 3108 1062 3017 201,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,B1F,'397 2834 1085 2891 3108 2970 3748 3108 3432 1837 1115,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
W,K2U,'397 2834 1085 2891 3108 2970 3748 3108 1273 3017 3011,ONF9R,Budget Class 2,Collection 2,Class 1,202.0,ATI,0,False,False,ONF9R,
