Location (Code),Country,Zone (BR Vision),Network Type,POS Classification (Grp Level 1),IsOpen,isWholeSale,isWFJactive,Market_Network_Type
N0P,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DCU,KOR,ASIA,Network Type4,POS Classification4,Open,False,1.0,Market_Network_Type6
TRU,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2YM,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
78X,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GS9,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
41U,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4PL,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NPH,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
588,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JY4,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MKL,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UP6,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B4O,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5E5,UK,UK & Overseas,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
HIW,UK,UK & Overseas,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
15K,UK,UK & Overseas,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
DA7,UK,UK & Overseas,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
3DL,UK,UK & Overseas,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
WC0,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LLB,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AZY,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BSM,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H9S,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZLZ,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8YP,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FKR,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D46,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TE4,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
78Z,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DH2,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
COU,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8CA,UK,UK & Overseas,Network Type4,POS Classification3,Closed,False,,Market_Network_Type2
G9L,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SAB,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H6C,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FXH,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F95,UK,UK & Overseas,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
PCH,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C7G,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
70I,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B6P,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V6W,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XIW,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RS8,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YTB,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V2S,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3N0,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M5C,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CBN,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BOB,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VU4,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CXS,UK,UK & Overseas,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
A7T,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KCF,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3LC,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EVJ,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8GV,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MY2,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PSH,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IPL,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
W0R,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DLW,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
YDR,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ZUM,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
506,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DPW,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
32L,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E97,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MQC,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0AQ,KOR,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
0SD,KOR,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
F1W,KOR,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
QWJ,KOR,ASIA,Network Type1,POS Classification3,Open,False,,Market_Network_Type2
1EK,KOR,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
PM4,KOR,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
JNB,KOR,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
N8R,KOR,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
UKP,KOR,ASIA,Network Type1,POS Classification3,Closed,False,1.0,Market_Network_Type1
T84,KUW,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type3
MF1,LUX,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BG5,LEB,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IOF,LUX,EMEA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
DYD,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IKB,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZZ7,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
90T,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ANP,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K96,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6W5,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7ME,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HPU,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7RR,MEX,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
950,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TIG,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DA1,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5KM,MEX,UK & Overseas,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
AJM,MAC,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EGJ,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0SP,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
S1A,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5WC,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7HP,UAE,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
PWD,MAL,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RVO,MAC,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
MTB,MAC,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
H0U,MAC,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UW5,MAC,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
4OR,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CWV,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SXD,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7QO,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Y5Q,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0QF,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MQ1,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LET,AUS,ASIA,Network Type3,POS Classification3,Open,False,1.0,Market_Network_Type4
S66,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AKG,OMA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type3
KOK,ARU,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
I4Y,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JFB,PER,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MKO,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SUQ,BAH,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EQV,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DPZ,ANT,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EP8,CAY,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V5T,JAM,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
O94,COS,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2OH,MEX,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BH1,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1U7,DOM,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6OE,ECU,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NFK,PAN,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
UTB,CHI,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OK7,GUA,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
79X,ARU,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VI1,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KWR,ARG,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XTM,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DSX,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EWO,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PPI,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CUZ,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H80,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OUE,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YQZ,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B0B,URU,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GGA,PAR,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X1C,PAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4AC,DOM,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
L9H,QAT,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FF5,QAT,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
RK9,QAT,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3UT,QAT,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type3
T3D,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ENA,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
11S,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RGH,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
I78,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LMQ,RUS,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
HT9,RUS,EMEA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
KDY,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type2
IK8,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GQ5,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4NB,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ZUR,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
BWW,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
U2E,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5JQ,RUS,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
LR4,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5ZV,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JG0,RUS,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
PBO,RUS,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
FJ1,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
GC8,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LQ5,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
880,RUS,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
93W,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WFE,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4L3,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GWO,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KXX,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P64,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2UP,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SCP,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IG0,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
WKH,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
DRJ,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
799,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
0KQ,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
EHJ,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IXJ,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JEU,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
HOG,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
15Z,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
I86,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ENU,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
4XO,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RR7,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
V93,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3S0,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X3K,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
JFS,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
1TL,SWI,EMEA,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
177,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3RM,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IEJ,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WYF,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
S30,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZNX,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XPW,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
65I,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UM0,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AI0,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
85W,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CRJ,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4Q1,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UG6,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6C9,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
2Y6,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
W95,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6TL,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7Q7,SWI,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
D1V,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
D9F,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
CWH,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
TKS,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
5QH,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
Z3T,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AAA,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
MEM,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
1BR,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
6AI,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
JIY,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
I6Z,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D17,SWI,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0NY,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JAA,SWE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BC9,SIN,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
N2Q,SIN,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3K6,SIN,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
09O,SIN,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E3O,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
BQR,SIN,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
656,SIN,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XVT,FRA,EMEA,Network Type5,POS Classification1,Open,False,,Market_Network_Type2
310,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
AQZ,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
4DS,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ED8,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
1W9,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
LRC,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R5Y,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PB6,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WZH,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
17X,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XUE,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2GX,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P6L,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U6D,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D3S,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HMS,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MS3,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PXU,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U72,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
N1W,TAI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
C8D,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LG0,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VRC,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DBU,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GZ7,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H24,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
62J,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
W9I,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VAV,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KFH,TAI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
VI3,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LO8,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PNB,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
68P,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7TR,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JBR,TAI,ASIA,Network Type4,POS Classification5,Open,False,1.0,Market_Network_Type6
8T8,TAI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
ERS,TAI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
4KU,TAI,ASIA,Network Type4,POS Classification5,Open,False,1.0,Market_Network_Type6
9LO,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2CG,TAI,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type8
8B9,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8WM,TAI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
G3X,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
VJA,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
BB6,USA,US,Network Type3,POS Classification3,Open,False,1.0,Market_Network_Type4
SEW,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
9MF,USA,US,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
5G3,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
KAI,USA,US,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
MB8,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
XJU,USA,US,Network Type4,POS Classification3,Closed,False,,Market_Network_Type2
QRU,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
C7N,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
E83,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
P7W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CYX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H55,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SDX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ABH,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XD7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
74O,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SOF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZJB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TW5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NGB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7HB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EVX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CDD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8JW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0QO,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6P3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
O7I,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LSI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M3M,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SC8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3JE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MX3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GNZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YTJ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
