Location (Code),Country,Zone (BR Vision),Network Type,POS Classification (Grp Level 1),IsOpen,isWholeSale,isWFJactive,Market_Network_Type
240,TAI,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
AZH,IND,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
H5I,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NP7,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
XTF,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
49N,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WAL,DEN,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
MIU,UK,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
7KO,UK,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
JT8,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
F3E,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
HRM,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
A06,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
BTY,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
PT2,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
1RF,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
N67,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
RS7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NIR,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FIH,UK,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
O2G,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
K5P,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
R59,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
FXL,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
J95,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
KS8,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
P0E,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
3YR,IRE,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
T90,IRE,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
3H7,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R3L,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
WP7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D75,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
CEO,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
0YU,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
O55,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
3OT,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
LY1,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
A7Y,IRE,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
2G4,IRE,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
XFE,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
ADB,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
D59,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BLP,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
SUA,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P45,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
5VL,UK,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
Z6U,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
KLM,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
2D9,JAP,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
KYH,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
MHQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CMS,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
GNY,JAP,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
A8X,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
SN6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DO4,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
6XY,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
M3I,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
HFH,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
270,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
DNU,AUS,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
PJ4,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
GYV,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type2
HBO,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
84X,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HC9,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
ZRM,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3DW,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
LQP,JAP,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
ABX,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
4LD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UJI,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K55,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
0H4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
15E,IND,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
Q52,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YE4,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3GN,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
X0M,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YYF,IND,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
M3E,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V0S,GER,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
P95,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
41P,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
G8Q,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LAI,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
38P,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SRU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VQ5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UB4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OUU,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
BWZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SRR,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0IO,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K08,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V9K,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
ZC5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GLM,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A95,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C9W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZKE,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
5U0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9BE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZTL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2N5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2BT,JAP,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
PUU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
736,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RRW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4CR,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QMG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TTW,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
32N,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MAH,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X6W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QTK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
21F,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IFI,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BL6,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
FB4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7H0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0L9,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZMS,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TK8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XJG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M5T,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DTZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QE1,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5FE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C24,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
MTW,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2V3,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
99U,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
7IS,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
BTF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q1Z,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C32,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
5T3,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
6XV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MF4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ONE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VRQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FLK,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1XI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EUV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QU7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IPN,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FVU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SZU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FL9,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ULF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
N9D,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8ML,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QEU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HKT,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
EIF,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
629,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
49K,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9B7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KHB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UOV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6C7,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
RQW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IN0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q18,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZFD,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DR3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A7R,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
L8N,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BW5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0X8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R8R,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F2V,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PPZ,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YX2,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZGI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SAI,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
OND,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E4R,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NJ6,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
8IG,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LY4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F1H,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GQM,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KFK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X50,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M69,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X5R,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
KXK,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
ZHS,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
304,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OB0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E8K,JAP,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FO9,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FL1,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
0Q8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HJ5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
52A,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
ZQ3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NXF,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
7SW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
33X,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
76J,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RNW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R3S,JAP,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
8SE,CZE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QDA,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
L5W,MEX,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
O03,MEX,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
4DT,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
QHN,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
KPV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CBX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KT3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8QD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IBD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KUP,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5CN,JAP,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
S7Y,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type3
VWJ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CPD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C14,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z90,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9RV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
789,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
98P,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
S54,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
N8W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
G1X,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JXX,JAP,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
PXC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1U5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IGD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3QD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PSY,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SHF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BC1,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9SO,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZJ1,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
J0Y,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4A5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UNI,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
R8W,JAP,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
1C7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K8H,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DH9,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
87T,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GBL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JBL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5PS,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IS5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8GN,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AUD,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
KPQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NCR,USA,US,Network Type5,POS Classification4,Open,False,,Market_Network_Type4
KDC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X1P,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z0F,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IYQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5KG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NJY,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XK0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EQZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
VC6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U47,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U1K,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9SY,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
T66,UAE,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
VHG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GI6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HCL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4Y3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XGE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YBF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QK8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TF9,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1PB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DDN,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0BC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1OK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U9I,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
FLU,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
83D,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
3PX,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
J8X,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
H2F,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R0G,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M4S,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UWK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1I2,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H38,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B79,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FQK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GAE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BRG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FB6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F5K,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
UK9,POR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HIZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NBE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7JS,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RV1,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BUX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DZC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C8U,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XQV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
J2S,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MPT,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OCL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
I1R,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
9Q3,SLO,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZH2,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QW2,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GHZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HQT,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
56O,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
EQF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AV6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Y91,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DOM,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CR6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0Q0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
I9R,ROM,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2II,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
59A,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1DG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ISL,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
U4W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BES,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E8A,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7A4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
438,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7TQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
J6M,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C0W,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
QT1,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z0L,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
SX2,CAN,UK & Overseas,Network Type1,POS Classification1,Closed,False,1.0,Market_Network_Type1
U32,CAN,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
WI6,CAN,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
AZG,CAN,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
QRW,CAN,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
72T,CAN,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
7KY,BRA,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
6HI,BRA,UK & Overseas,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
TJN,BRA,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
UDP,BRA,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
ET6,CZE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1LC,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
0GU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
